@relation 'nyc_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-4'

@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',10,2942,0.08,1,0,0,0.33326,7.488089,1.292635,195
'Private room',232,1039,1.72,1,342,0,0.100004,5.469266,5.689616,75
'Private room',58,434,0.48,1,0,1,0.132288,7.920781,2.771433,109
'Private room',59,1048,0.6,2,0,0,0.28372,9.482311,7.206241,50
'Private room',89,95,0.72,2,77,7,0.233274,9.633801,7.294496,60
'Private room',223,100,1.67,2,214,10,0.103018,9.153789,5.633715,105
'Private room',143,1599,1.6,1,0,0,0.081193,4.926733,4.69111,58
'Entire home/apt',15,1539,0.13,1,0,0,0.210814,7.044355,1.949933,188
'Entire home/apt',54,76,0.45,2,349,25,2.571492,8.940149,12.28667,279
'Entire home/apt',97,90,0.72,1,0,3,0.306155,6.598253,0.417365,175
'Entire home/apt',237,86,1.77,1,256,4,0.201529,7.853888,5.406292,198
'Shared room',16,3332,0.12,1,242,0,0.160126,2.193999,4.187448,50
'Entire home/apt',157,2287,1.2,1,0,0,0.053,7.944642,2.276758,450
'Private room',40,94,0.43,1,10,2,0.115049,4.281314,2.395184,95
'Entire home/apt',4,3435,0.03,1,0,0,0.213693,7.879292,2.989485,95
'Entire home/apt',8,2180,0.07,1,0,0,0.054429,7.687274,2.342999,249
'Entire home/apt',6,1153,0.06,2,6,0,0.125166,6.336436,0.418377,157
'Private room',6,2501,0.05,1,87,0,0.064904,6.310491,0.361693,80
'Entire home/apt',43,155,0.33,2,326,6,0.200427,6.644355,7.651837,165
'Entire home/apt',0,-1,0,1,0,0,0.218703,8.595628,5.904402,100
'Entire home/apt',29,99,0.22,1,164,4,0.108255,8.530091,3.105673,505
'Private room',288,983,2.14,1,190,0,0.11599,5.965513,4.040807,100
'Shared room',0,-1,0,1,0,0,0.174988,4.587625,1.751336,90
'Entire home/apt',50,163,0.4,30,232,5,0.334402,5.194973,2.229077,339
'Entire home/apt',87,114,0.73,30,228,7,0.334402,5.194973,2.229077,328
'Entire home/apt',125,106,0.98,1,0,6,0.180301,5.811801,1.358952,182
'Entire home/apt',11,2729,0.08,1,0,0,0.160353,7.862059,2.10415,145
'Entire home/apt',135,79,1.07,30,206,24,0.334402,5.194973,2.229077,328
'Entire home/apt',139,90,1.13,30,224,20,0.334402,5.194973,2.229077,328
'Entire home/apt',42,164,0.33,30,229,10,0.334402,5.194973,2.229077,333
'Private room',1,3158,0.01,2,0,0,0.233624,6.304288,3.862612,63
'Entire home/apt',22,684,0.16,1,98,0,0.036959,6.719289,1.861319,125
'Entire home/apt',54,107,0.47,1,70,3,0.240579,5.374377,2.460761,375
'Private room',20,2054,0.2,1,0,0,0.089363,7.393888,1.416438,95
'Private room',63,1277,0.58,2,0,0,0.291523,2.670964,6.324558,59
'Entire home/apt',8,1781,0.08,1,0,0,0.119914,7.841429,2.059269,375
'Entire home/apt',1,1867,0.02,1,0,0,0.07675,5.176533,5.155086,150
'Entire home/apt',106,1232,1.03,1,281,0,0.310018,9.138507,5.763039,190
'Private room',72,2150,0.54,3,0,0,0.298028,7.496496,5.284072,55
'Entire home/apt',8,2249,0.06,1,0,0,0.106708,4.612983,1.763511,190
'Private room',21,1045,0.17,4,95,0,0.042173,7.526904,5.060567,55
'Entire home/apt',70,85,0.56,1,58,1,0.384337,8.880876,8.179672,101
'Private room',41,158,0.34,3,334,1,0.294918,7.622767,5.473732,55
'Private room',11,1140,0.18,1,0,0,0.013194,7.474318,2.707283,120
'Entire home/apt',231,85,1.77,1,172,30,0.085012,7.762335,2.018194,332
'Entire home/apt',125,121,0.96,1,44,4,0.477062,7.971271,4.273723,135
'Entire home/apt',95,85,0.71,2,318,26,0.153936,7.892519,5.071369,448
'Private room',0,-1,0,2,0,0,0.259184,4.415737,2.084069,120
'Entire home/apt',147,88,1.18,2,328,2,0.17582,6.456852,8.102902,95
'Entire home/apt',144,91,1.07,1,227,9,0.24117,7.455085,5.708124,185
'Private room',28,1039,0.39,1,0,0,0.028724,8.392907,5.028882,45
'Entire home/apt',115,80,0.91,1,203,14,0.38522,5.484802,3.522871,120
'Entire home/apt',1,1388,0.02,1,36,0,0.216452,5.017646,4.91853,157
'Entire home/apt',24,2645,0.18,1,365,0,0.087493,6.106821,3.168295,185
'Entire home/apt',7,764,0.06,10,303,0,0.125801,4.60739,3.989569,395
'Entire home/apt',225,72,1.73,2,85,40,0.278802,5.820776,2.690056,245
'Entire home/apt',4,1541,0.07,1,0,0,0.139739,8.235438,4.895293,157
'Entire home/apt',43,338,0.33,1,270,1,0.527841,6.776889,3.315475,200
'Entire home/apt',9,101,0.07,10,286,1,0.176812,4.54538,3.893912,200
'Entire home/apt',6,136,0.05,10,300,1,0.200468,4.521528,3.868549,395
'Private room',2,241,0.06,1,272,1,0.104964,4.679166,1.817033,60
'Private room',25,1144,0.34,1,180,0,0.256803,8.475627,6.144587,150
'Entire home/apt',7,1760,0.06,10,294,0,0.034281,4.501896,4.035094,225
'Entire home/apt',300,76,2.41,1,260,37,0.294964,6.476804,3.286213,225
'Entire home/apt',9,1557,0.07,10,292,0,0.203877,4.559212,3.868296,395
'Private room',129,714,1.03,1,0,0,0.181669,5.497205,5.045838,67
'Private room',34,1144,0.28,2,303,0,0.132672,5.129633,5.013088,75
'Private room',55,78,0.43,1,252,25,0.445595,7.415386,4.533242,106
'Entire home/apt',8,2868,0.06,1,0,0,0.056395,6.147392,0.328486,200
'Entire home/apt',11,2571,0.08,1,0,0,0.124375,5.147457,1.162038,496
'Private room',129,1208,0.96,2,123,0,0.73072,9.596138,12.203357,72
'Private room',0,-1,0,2,358,0,0.074886,4.607371,3.569374,149
'Entire home/apt',14,2633,0.11,1,0,0,0.195632,5.993609,3.140842,185
'Entire home/apt',58,243,0.43,2,163,3,0.270405,6.808638,5.494845,83
'Private room',287,248,2.25,1,195,2,0.356018,3.923842,3.530968,59
'Entire home/apt',89,199,0.72,3,0,3,0.100907,7.534368,2.672473,250
'Private room',25,1003,0.3,1,0,0,0.275957,3.112429,7.096075,55
'Private room',111,107,0.86,1,363,1,0.12618,5.582932,5.694782,97
'Private room',36,88,0.42,1,138,7,0.381897,10.573919,7.967767,75
'Private room',11,163,0.13,1,154,1,0.322468,7.874564,1.844407,89
'Private room',157,83,1.22,1,261,6,0.06712,6.966016,1.784329,99
'Entire home/apt',9,2336,0.07,1,0,0,0.087121,9.147533,5.501181,100
'Entire home/apt',1,3339,0.01,1,0,0,0.207977,5.642648,3.838762,150
'Private room',72,74,0.6,1,154,12,0.184456,4.738128,3.555185,110
'Entire home/apt',85,108,0.68,1,138,22,0.074057,5.643217,4.887979,110
'Entire home/apt',89,79,0.68,1,10,11,0.345859,7.267112,1.008576,350
'Entire home/apt',2,1741,0.03,1,0,0,6.2026,6.024986,13.517862,76
'Private room',132,74,0.99,2,279,38,0.262588,8.125633,4.696045,199
'Entire home/apt',17,85,1.68,1,298,17,3.022625,5.716963,11.680896,150
'Private room',27,94,0.29,1,249,4,0.178259,4.752971,3.786103,70
'Entire home/apt',33,302,0.28,2,20,2,0.355588,8.473012,7.116399,50
'Private room',19,2946,0.15,4,333,0,0.398335,2.248218,4.074972,119
'Entire home/apt',28,94,0.22,1,275,1,0.113084,4.540941,4.173414,135
'Entire home/apt',30,159,0.23,1,124,2,0.133802,10.870391,9.568578,110
'Entire home/apt',26,1970,0.35,1,0,0,0.163418,6.529042,3.595583,232
'Private room',37,1119,0.3,1,64,0,0.217992,5.18985,4.31794,85
'Private room',59,2140,0.44,3,0,0,0.22052,7.477177,5.20926,75
'Private room',310,79,2.43,1,2,35,0.090482,4.716172,2.173888,95
'Entire home/apt',18,1778,0.15,1,0,0,0.063567,6.859397,1.773162,275
'Entire home/apt',120,75,0.96,2,249,3,0.051448,5.641768,4.925869,295
'Private room',53,90,0.42,1,119,20,0.107753,5.480531,5.602673,214
'Entire home/apt',35,410,0.26,1,56,1,0.098496,7.42199,1.472683,149
'Private room',33,83,0.3,3,0,12,0.292467,5.858941,4.891636,96
'Private room',285,1065,2.19,2,333,0,0.073721,3.082158,4.130312,95
'Entire home/apt',280,107,2.2,1,297,5,0.164772,6.151784,3.062376,250
'Private room',18,1152,0.15,2,310,0,0.465557,7.045083,5.787593,55
'Private room',223,87,1.75,2,14,48,0.237921,5.953459,3.246446,134
'Entire home/apt',230,316,1.75,1,249,7,0.374626,7.522277,3.138602,240
'Entire home/apt',25,1424,0.2,1,0,0,0.067564,5.834928,3.825854,160
'Entire home/apt',21,1241,0.16,1,331,0,0.215511,8.869068,5.929033,150
'Entire home/apt',32,109,0.24,1,88,1,0.156339,7.447538,2.305006,250
'Entire home/apt',19,2625,0.15,1,0,0,0.184666,5.742113,0.76318,125
'Entire home/apt',21,987,0.24,1,358,0,0.162453,6.33806,7.532161,88
'Entire home/apt',133,90,1.04,1,179,15,0.17823,4.286,2.228791,190
'Entire home/apt',78,71,0.6,1,355,11,0.256447,7.228525,2.537706,328
'Private room',68,979,0.51,1,71,0,0.095684,4.802357,3.712484,80
'Entire home/apt',11,1171,0.08,1,281,0,0.514273,6.882539,3.411115,140
'Entire home/apt',37,1095,0.35,1,0,0,0.214076,4.430458,2.101575,162
'Entire home/apt',90,76,0.68,1,304,2,2.052054,7.921238,11.13988,100
'Private room',77,339,0.77,1,34,3,0.172217,4.74001,3.572601,108
'Entire home/apt',138,441,1.32,1,187,0,0.28895,5.362025,5.15231,68
'Entire home/apt',34,100,0.31,1,217,2,0.158669,6.302944,0.688665,349
'Entire home/apt',1,2998,0.01,1,329,0,0.165783,4.29771,2.224265,95
'Entire home/apt',8,3504,0.06,1,128,0,0.197527,8.954962,6.328297,150
'Entire home/apt',217,81,1.63,2,117,48,0.261557,6.075661,3.858297,335
'Private room',13,77,0.4,2,40,6,0.120544,8.874786,5.594766,99
'Entire home/apt',97,72,0.76,5,210,41,0.193311,8.892966,6.409188,195
'Entire home/apt',104,180,0.78,1,80,1,0.20214,5.515065,2.16057,140
'Entire home/apt',260,125,1.95,3,308,3,0.086156,7.864648,5.709651,140
'Entire home/apt',231,172,1.82,3,214,3,0.415491,7.279414,5.785191,125
'Private room',96,296,0.75,3,0,3,0.097761,6.856113,4.510285,70
'Entire home/apt',146,79,1.12,1,315,24,0.06614,8.746821,5.580947,650
'Entire home/apt',22,112,0.18,1,249,4,0.115657,7.790791,2.984878,225
'Private room',17,1045,0.17,3,308,0,0.276931,5.750816,2.533824,75
'Entire home/apt',92,184,0.69,1,316,2,0.351679,6.969456,6.084902,145
'Private room',150,102,1.59,3,290,3,0.416693,6.682723,0.548453,90
'Entire home/apt',11,474,0.15,1,0,0,0.080864,7.596992,5.86107,100
'Entire home/apt',123,76,0.92,3,331,7,0.08838,4.142378,3.149091,145
'Private room',31,1493,0.23,4,0,0,2.889312,2.341654,13.4389,75
'Entire home/apt',59,1052,0.45,1,0,0,0.220527,9.492039,7.273339,100
'Entire home/apt',52,1292,0.41,1,0,0,0.238169,6.417834,3.251907,200
'Private room',261,90,2.03,2,311,21,0.383443,3.724667,3.514163,65
'Entire home/apt',421,75,3.17,1,136,58,0.363535,7.42219,5.554531,105
'Private room',42,155,0.39,1,336,11,0.084945,5.090038,5.52227,54
'Entire home/apt',80,113,0.61,2,160,4,0.163851,4.997318,3.529663,75
'Private room',3,1974,0.02,1,0,0,0.111155,2.587335,3.724097,45
'Entire home/apt',18,441,0.14,1,40,0,0.240579,8.594542,5.546672,115
'Private room',1,2068,0.01,1,0,0,0.144984,8.669797,6.404115,60
'Private room',188,71,1.47,1,273,34,0.265157,7.743242,5.228881,1200
'Private room',11,1107,0.09,3,249,0,0.111519,4.519515,3.730158,160
'Private room',21,179,0.17,3,249,3,0.229956,4.596217,3.850581,180
'Private room',65,1933,0.51,3,0,0,0.163292,4.955602,1.953644,50
'Private room',76,101,0.57,3,351,10,0.101713,5.088644,9.357034,56
'Private room',4,3225,0.03,1,277,0,0.097663,9.805341,7.319215,60
'Entire home/apt',38,1054,0.29,1,159,0,0.315897,9.947423,6.495682,300
'Private room',86,1032,0.65,2,309,0,0.107538,7.55014,1.490699,110
'Private room',2,2741,0.02,1,0,0,0.196417,6.108273,4.660446,70
'Private room',90,73,0.71,1,50,2,0.096023,4.527906,4.489808,120
'Entire home/apt',113,74,1.47,1,326,30,0.589902,7.558378,9.271186,136
'Entire home/apt',153,137,1.15,1,52,4,0.219063,5.589439,0.851628,160
'Private room',161,77,1.29,3,116,24,0.273408,6.814162,0.509165,109
'Entire home/apt',111,139,0.84,1,317,6,0.254182,7.228062,2.544713,200
'Shared room',5,2243,0.04,1,362,0,0.138569,4.429483,4.190976,150
'Private room',56,1583,0.45,1,179,0,0.210781,5.616893,5.525345,200
'Private room',104,76,0.82,1,132,2,0.082688,4.71219,1.694623,120
'Entire home/apt',116,2508,0.92,1,0,0,0.147241,5.809176,0.519188,250
'Entire home/apt',165,591,1.26,1,0,0,0.058477,6.13304,3.246876,160
'Entire home/apt',59,426,0.46,3,92,1,0.229904,6.80039,0.499112,199
'Entire home/apt',55,168,0.42,1,311,2,0.277138,2.432522,3.923187,75
'Entire home/apt',19,2316,0.15,1,0,0,0.234442,8.73876,8.122995,70
'Entire home/apt',7,619,0.09,1,0,0,0.190369,9.193114,6.729262,65
'Private room',10,95,0.21,1,135,1,0.100333,5.377259,5.916656,99
'Entire home/apt',10,314,0.08,1,159,1,0.137579,9.275249,5.704638,175
'Private room',58,2138,0.47,2,365,0,0.291449,5.420393,9.732981,75
'Private room',14,229,0.22,3,263,1,0.463376,6.889993,3.472346,55
'Private room',4,1017,0.03,2,109,0,0.275263,5.914473,3.117372,200
'Private room',16,2144,0.13,2,365,0,0.218564,5.313707,9.766313,75
'Entire home/apt',43,423,0.33,1,0,1,0.063074,6.89171,1.798956,340
'Entire home/apt',114,73,0.91,1,293,24,0.116895,6.802278,0.751271,289
'Private room',225,86,1.8,1,61,9,0.163343,7.970084,2.204271,100
'Entire home/apt',42,1071,0.34,1,303,0,0.106613,5.212134,5.445293,135
'Private room',11,1241,0.09,3,220,0,0.204098,9.176336,7.004589,83
'Private room',25,3433,0.2,1,218,0,0.232233,6.068983,1.67381,126
'Entire home/apt',93,2555,0.73,1,0,0,0.353239,6.979004,2.217808,225
'Private room',1,98,1,1,4,1,0.337308,5.517171,3.935617,45
'Private room',8,2520,0.08,1,0,0,0.279983,8.362608,3.706857,65
'Private room',160,94,1.26,1,157,1,0.069647,7.748316,2.993041,140
'Private room',74,1085,0.6,1,0,0,0.101962,4.966643,3.707143,86
'Private room',44,1111,0.35,1,249,0,0.249903,9.170828,6.75846,63
'Entire home/apt',80,775,0.63,1,0,0,0.143853,7.454572,2.538123,90
'Entire home/apt',53,1964,0.46,1,0,0,0.331024,5.943113,4.972113,130
'Entire home/apt',0,-1,0,3,310,0,0.114997,9.043977,5.069451,550
'Entire home/apt',6,3669,0.05,1,0,0,0.216572,7.048371,1.955511,300
'Entire home/apt',3,1610,0.03,1,0,0,0.244641,8.432967,2.80815,500
'Entire home/apt',3,1871,0.02,2,0,0,1.276874,3.890147,4.920319,134
'Entire home/apt',3,3362,0.02,1,0,0,0.278474,7.575399,5.643616,145
'Private room',13,1234,0.11,1,291,0,0.149118,9.447633,6.919585,110
'Entire home/apt',300,90,2.36,1,254,21,0.245247,10.628882,7.608246,107
'Private room',37,115,0.47,1,262,3,0.109591,8.794688,5.418916,90
'Entire home/apt',101,785,1,1,244,0,0.176645,3.774404,2.747093,213
'Private room',116,968,0.92,5,0,0,0.164614,6.551306,6.087724,75
'Entire home/apt',0,-1,0,1,0,0,0.140935,6.188394,0.43319,103
'Private room',119,77,0.95,1,115,22,0.04681,8.553832,6.352964,93
'Private room',7,126,0.1,1,310,4,0.360034,5.374569,2.187482,140
'Private room',98,72,0.77,2,94,23,0.251333,6.127723,2.975796,241
'Entire home/apt',20,316,0.16,2,1,2,0.307553,6.992564,2.153614,180
'Private room',607,78,4.89,2,94,72,0.108936,4.99175,5.119454,59
'Entire home/apt',0,-1,0,1,0,0,0.115548,7.468127,1.673122,145
'Entire home/apt',17,1049,0.13,2,285,0,0.145563,6.639289,0.350952,110
'Entire home/apt',118,137,0.94,1,322,8,0.294064,9.328058,6.953115,370
'Entire home/apt',30,168,0.24,3,281,3,0.092241,8.970147,4.998972,333
'Entire home/apt',9,1127,0.07,1,0,0,0.319132,10.556473,12.615422,75
'Entire home/apt',26,736,0.36,2,37,0,0.228292,9.11865,5.690929,66
'Entire home/apt',3,1442,0.04,1,0,0,0.278851,9.797901,11.37491,50
'Entire home/apt',154,89,1.25,3,187,17,0.133681,8.259457,6.416496,195
'Private room',66,86,0.53,1,73,4,0.336384,8.102749,3.285105,250
'Entire home/apt',15,1923,0.17,1,0,0,0.016845,6.894495,0.844518,399
'Private room',161,81,1.28,1,3,22,0.118596,5.926139,3.827692,138
'Private room',17,185,0.14,1,13,3,0.191308,8.256115,5.725402,99
'Entire home/apt',1,2359,0.01,1,0,0,0.089623,6.888626,1.821267,175
'Entire home/apt',2,3101,0.02,1,0,0,0.254664,9.274377,5.797546,150
'Entire home/apt',254,72,2.07,3,335,6,0.319406,8.029571,6.314822,145
'Entire home/apt',61,76,0.93,1,11,10,0.182674,8.219564,4.973695,464
'Entire home/apt',118,73,1.14,2,198,55,0.055717,4.924119,4.579462,200
'Entire home/apt',47,594,0.39,1,286,0,0.314541,5.476212,3.250323,159
'Private room',10,106,0.08,3,330,6,0.233659,4.876723,5.016428,110
'Entire home/apt',284,84,2.35,1,229,62,0.168228,9.649195,6.443982,180
'Entire home/apt',3,155,0.03,2,352,2,0.296205,3.342768,3.624755,125
'Private room',24,1049,0.19,3,315,0,0.313251,7.611496,5.438958,55
'Private room',47,76,0.38,3,328,17,0.152418,4.952575,5.060808,115
'Entire home/apt',24,1072,0.2,1,0,0,0.233443,5.48535,3.161328,114
'Entire home/apt',161,85,1.35,1,238,57,0.55898,7.021423,3.51283,204
'Entire home/apt',224,958,1.8,1,218,0,0.563729,7.205882,5.346257,90
'Entire home/apt',121,110,1,1,32,22,0.532,6.860064,2.398131,240
'Entire home/apt',5,1048,0.09,1,0,0,0.144201,7.35806,2.752691,200
'Entire home/apt',59,73,0.47,1,43,5,0.073746,4.251731,2.993841,350
'Private room',36,958,0.36,4,74,0,0.06652,7.55135,5.075582,35
'Entire home/apt',12,1186,0.1,1,0,0,0.076466,8.173107,5.249037,375
'Entire home/apt',29,2171,0.24,1,0,0,0.145367,7.581976,1.751472,197
'Entire home/apt',54,86,0.54,1,33,10,0.323936,10.157799,6.741996,300
'Entire home/apt',4,1198,0.04,1,0,0,0.369161,9.189744,10.416012,105
'Entire home/apt',64,997,0.52,1,0,0,0.42231,7.000583,2.294212,185
'Entire home/apt',43,2213,0.44,1,300,0,0.297694,7.87266,1.915141,200
'Private room',13,2114,0.1,1,0,0,0.064722,5.491907,5.880385,40
'Entire home/apt',8,3007,0.06,1,0,0,0.089754,5.11722,2.67298,250
'Entire home/apt',86,83,0.89,2,305,11,0.138705,5.35922,5.815889,332
'Entire home/apt',39,1443,0.32,1,0,0,0.271665,6.532644,1.350463,200
'Private room',69,2239,0.55,1,0,0,0.14498,4.636527,2.194826,50
'Entire home/apt',2,83,2,2,335,2,0.214423,8.984139,5.655175,266
'Private room',1,2148,0.01,1,0,0,0.273704,7.419444,5.836393,40
'Entire home/apt',49,987,0.39,1,0,0,0.155698,8.678482,5.58763,130
'Entire home/apt',106,360,0.85,1,230,1,0.176836,8.180466,5.084052,150
'Private room',187,71,1.64,1,1,39,0.163493,8.777677,5.904981,114
'Entire home/apt',59,400,0.6,1,0,6,0.380691,9.209754,5.940265,295
'Entire home/apt',24,2228,0.2,1,0,0,0.192871,5.595288,2.338975,199
'Private room',140,1016,1.16,1,0,0,0.402935,6.767775,2.255328,59
'Entire home/apt',113,120,0.9,1,6,2,0.066728,9.616448,5.96669,185
'Private room',26,313,0.22,1,260,1,0.372896,4.916153,1.400346,98
'Entire home/apt',19,598,0.15,1,342,0,0.100437,9.797922,6.142328,117
'Entire home/apt',72,2277,0.58,1,332,0,0.214997,7.953915,5.084526,250
'Entire home/apt',8,106,0.12,1,75,1,3.322525,5.638946,11.783412,125
'Entire home/apt',58,107,0.49,1,170,7,0.146946,5.459961,4.949517,90
'Private room',0,-1,0,1,0,0,0.509924,9.217659,4.959327,75
'Entire home/apt',4,2596,0.04,1,0,0,0.194717,6.767735,2.061212,350
'Entire home/apt',6,1675,0.06,1,0,0,0.206443,5.937098,5.240839,115
'Entire home/apt',137,78,1.09,1,1,28,0.142948,9.59026,7.087578,122
'Private room',234,1093,1.92,2,0,0,0.455764,1.934002,5.144634,111
'Entire home/apt',350,71,2.84,3,275,55,0.262278,7.165663,2.176678,269
'Entire home/apt',28,989,0.23,1,0,0,0.038161,8.523198,5.063292,133
'Entire home/apt',17,86,0.21,1,91,4,0.244231,9.810882,6.341933,254
'Entire home/apt',2,1045,0.05,1,249,0,0.237098,9.534061,6.114525,425
'Entire home/apt',300,84,2.43,1,167,36,0.31603,7.920666,6.221755,175
'Entire home/apt',330,106,2.62,1,184,4,0.246192,5.644508,6.073563,79
'Private room',179,71,1.45,1,118,26,0.285584,6.464527,3.257677,125
'Private room',19,288,0.16,2,312,1,0.301006,6.625781,0.429276,125
'Private room',127,198,1.04,3,281,2,0.34351,8.190833,6.136493,95
'Entire home/apt',73,808,0.83,1,333,0,0.385544,10.803092,12.136896,169
'Entire home/apt',11,1233,0.09,1,0,0,0.103338,7.283765,1.158811,125
'Entire home/apt',40,1118,0.32,1,22,0,0.222062,5.505271,2.28092,1000
'Private room',170,157,1.38,2,0,22,0.135757,4.928871,4.222302,79
'Entire home/apt',7,2038,0.06,2,0,0,0.322341,6.832656,5.744924,199
'Private room',1,3792,0.01,1,0,0,0.214621,6.793059,3.944609,190
'Private room',131,76,1.09,2,330,14,0.203316,6.716869,5.632395,119
'Private room',46,93,0.45,10,342,2,0.278875,7.577551,5.299997,78
'Private room',11,1485,0.13,1,0,0,7.334855,6.893874,14.921981,68
'Entire home/apt',7,107,0.06,1,0,1,0.23449,7.917027,5.279086,200
'Private room',23,1694,0.19,1,0,0,0.135095,3.628202,4.966256,52
'Private room',1,3008,0.01,1,129,0,0.282907,6.484476,1.290261,101
'Entire home/apt',4,2234,0.03,1,0,0,0.055115,5.446796,4.785152,99
'Entire home/apt',19,339,0.16,1,16,1,0.132814,7.698645,2.078139,182
'Entire home/apt',4,1911,0.03,1,0,0,0.192649,5.592244,2.770021,165
'Private room',32,1149,0.27,3,180,0,0.294718,1.738482,5.858642,99
'Private room',56,101,0.45,3,365,1,0.20068,2.21358,5.089258,99
'Entire home/apt',30,97,0.51,1,0,12,0.101087,8.008315,5.771233,69
'Private room',163,216,1.3,3,250,1,0.131836,6.05395,3.229485,78
'Private room',127,1108,1.01,1,335,0,0.149644,10.459705,7.55513,80
'Entire home/apt',82,72,0.66,1,18,14,0.121931,8.739417,5.642963,304
'Entire home/apt',26,976,0.21,1,0,0,0.152376,6.501715,5.712915,125
'Entire home/apt',95,715,0.77,1,64,0,0.223649,3.117774,6.108261,93
'Private room',67,953,0.55,1,0,0,0.034976,4.156796,3.079307,55
'Entire home/apt',113,84,0.9,1,245,19,0.097419,5.684607,1.389609,375
'Entire home/apt',91,103,0.74,1,103,10,0.244587,8.3218,5.49522,175
'Private room',23,2328,0.19,1,98,0,0.308912,2.752409,3.57602,69
'Entire home/apt',3,2648,0.03,1,0,0,0.385854,10.489308,7.957995,200
'Entire home/apt',5,3435,0.04,1,0,0,0.542667,6.931261,2.41796,120
'Entire home/apt',176,74,1.42,1,204,22,0.152601,10.039289,6.727478,159
'Private room',442,86,3.51,2,311,46,0.162052,7.908322,4.960746,97
'Entire home/apt',16,206,0.13,1,7,1,0.144206,7.375099,2.77678,240
'Private room',7,1204,0.06,4,0,0,0.063737,7.464578,4.968643,59
'Private room',73,1067,0.6,1,0,0,0.676157,6.527164,1.047284,200
'Private room',1,2786,0.01,1,0,0,0.12966,6.304504,3.719309,48
'Private room',3,2876,0.02,1,0,0,0.19899,4.697141,4.676324,65
'Private room',103,71,0.91,2,360,23,0.119973,10.714609,10.656645,113
'Entire home/apt',19,101,0.16,1,280,4,0.108526,8.125766,2.675252,180
'Entire home/apt',11,1552,0.11,1,261,0,0.136702,6.655283,8.351892,99
'Entire home/apt',65,94,0.54,2,0,2,0.162777,7.413811,2.555672,60
'Private room',59,107,0.51,1,341,5,0.158144,4.603264,3.938063,105
'Entire home/apt',159,95,1.3,1,58,15,0.22947,6.931672,8.370641,163
'Private room',156,138,1.37,1,313,1,0.073724,7.653524,2.393553,185
'Private room',109,1518,0.87,3,0,0,0.204676,4.800796,3.846572,100
'Private room',1,3798,0.01,1,0,0,0.125978,4.337146,2.364187,80
'Private room',45,1115,0.4,1,0,0,0.262497,6.162458,6.266373,85
'Entire home/apt',23,299,0.21,1,62,1,0.081183,4.566484,3.459534,85
'Private room',58,105,0.47,3,280,4,0.373805,7.558357,5.381075,49
'Private room',62,3124,0.5,1,0,0,0.104262,8.50274,3.194879,229
'Entire home/apt',15,2381,0.12,1,0,0,0.166136,7.02219,1.903026,160
'Entire home/apt',28,1048,0.23,1,10,0,0.320939,7.150491,2.550653,225
'Entire home/apt',22,2599,0.18,1,0,0,0.158342,7.031779,0.891794,139
'Entire home/apt',9,1186,0.11,1,0,0,0.395066,9.003669,4.519118,200
'Entire home/apt',382,74,3.08,1,26,60,0.18844,7.836403,1.940831,181
'Entire home/apt',17,2144,0.14,1,0,0,0.261762,5.664632,5.941306,75
'Entire home/apt',7,2269,0.06,1,0,0,0.069596,7.691749,2.020384,315
'Private room',1,3819,0.01,1,87,0,0.083266,6.325399,6.962875,100
'Entire home/apt',64,1049,0.52,1,0,0,0.131967,8.537902,4.081725,950
'Entire home/apt',12,2188,0.1,1,0,0,0.442907,4.055401,2.355342,100
'Private room',490,429,4.07,2,222,1,0.117126,5.81716,0.705598,298
'Entire home/apt',1,3779,0.01,1,250,0,0.136022,8.730676,5.729586,125
'Entire home/apt',208,93,1.67,1,40,27,0.10288,7.209783,2.015096,168
'Entire home/apt',5,2592,0.04,1,0,0,0.152996,7.879406,2.082566,300
'Entire home/apt',23,1414,0.19,1,0,0,0.311653,4.445613,1.882853,150
'Entire home/apt',9,472,0.08,1,0,0,0.248809,4.842808,4.394927,80
'Entire home/apt',217,71,1.75,1,32,28,0.155667,8.625665,4.96997,376
'Entire home/apt',0,-1,0,1,0,0,0.210231,7.284167,1.649677,293
'Entire home/apt',0,-1,0,1,249,0,0.060278,6.213039,5.271018,115
'Entire home/apt',74,74,0.59,1,206,17,0.072444,7.712606,2.442806,240
'Entire home/apt',14,189,0.11,1,91,1,0.105566,8.18818,5.302733,230
'Entire home/apt',20,1172,0.16,1,239,0,0.261543,8.342883,6.742303,250
'Private room',2,3822,0.02,4,0,0,0.050804,7.536392,5.057033,65
'Entire home/apt',7,71,0.29,2,253,1,0.222725,5.159169,3.086778,175
'Entire home/apt',180,93,1.44,2,116,33,0.255619,6.11227,3.849197,306
'Private room',10,2904,0.09,1,0,0,0.125593,5.692203,3.733551,95
'Entire home/apt',11,3108,0.09,1,0,0,0.133692,9.134088,5.638563,120
