@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',0,0,0,1,?,80,0.421793,4.102349,0.450254,1000
'Entire home/apt',0,0,0,1,?,73,0.414171,4.873782,1.979961,150
'Entire home/apt',0,0,0,1,?,79,0.46058,4.31526,0.515152,212
'Entire home/apt',0,0,0,1,?,1074,0.356827,4.147593,0.347675,94
'Private room',0,0,0,1,?,38,0.161783,3.581236,0.797079,97
'Private room',0,0,0,1,?,-1,0.50317,4.722028,0.920861,60
'Entire home/apt',0,0,0,1,?,1881,0.170774,4.057619,1.667468,100
'Entire home/apt',0,0,0,4,?,51,0.138498,3.296251,1.132936,157
'Private room',0,0,0,1,?,1447,0.189263,5.335206,1.566243,80
'Entire home/apt',0,0,0,1,?,1089,0.433726,5.754625,1.965866,50
'Entire home/apt',356,0,0,13,?,66,0.102028,3.308033,0.540986,294
'Entire home/apt',362,0,0,11,?,42,0.10207,3.308045,0.541044,424
'Private room',0,0,0,1,?,53,0.97283,4.637241,2.765597,85
'Private room',0,0,0,1,?,1610,1.599713,6.693473,4.510281,220
'Entire home/apt',0,0,0,1,?,-1,0.398869,4.127964,1.145733,45
'Entire home/apt',0,0,0,1,?,54,0.292196,3.875445,0.606128,514
'Entire home/apt',0,0,0,4,?,1169,0.124083,3.176458,1.03181,149
'Entire home/apt',0,0,0,1,?,-1,0.473535,3.557366,2.164279,150
'Private room',0,0,0,1,?,373,0.297563,3.699349,0.678226,150
'Private room',0,0,0,1,?,952,0.491189,4.041068,1.280587,200
'Private room',0,0,0,1,?,640,0.858593,4.102765,2.760128,180
'Entire home/apt',0,0,0,1,?,51,0.149575,5.73418,4.666757,80
'Private room',0,0,0,1,?,45,1.051031,5.453243,2.365517,1100
'Entire home/apt',2,0,0,1,?,-1,0.228988,3.82564,3.260169,10
'Private room',0,0,0,1,?,325,0.200851,3.720708,0.628851,50
'Entire home/apt',365,0,0,1,?,-1,0.785621,4.665736,2.578587,119
'Entire home/apt',0,0,0,1,?,-1,0.640531,3.900469,1.539891,450
'Private room',0,0,0,1,?,98,0.616336,4.562819,0.768637,99
'Shared room',0,0,0,1,?,38,0.358179,3.762346,0.187576,29
'Entire home/apt',0,0,0,2,?,529,0.98193,4.443119,2.745259,77
'Private room',0,0,0,2,?,1815,0.721383,6.421417,2.939446,38
'Entire home/apt',0,0,0,1,?,1823,0.496646,4.457653,0.6942,70
'Entire home/apt',0,0,0,2,?,-1,0.298536,3.726223,1.949242,450
'Entire home/apt',0,0,0,4,?,-1,0.358886,3.764989,0.885743,600
'Entire home/apt',287,0,0,32,?,964,2.21221,5.784467,3.47756,300
'Entire home/apt',0,0,0,1,?,93,0.179064,3.887768,0.493386,70
'Private room',0,0,0,1,?,58,0.308989,5.617274,4.504665,65
'Entire home/apt',0,0,0,1,?,-1,0.692137,6.177135,2.841166,98
'Entire home/apt',0,0,0,96,?,79,0.305886,4.189539,0.685515,109
'Entire home/apt',37,0,0,4,?,285,0.217965,4.112691,0.854555,873
'Entire home/apt',167,0,0,157,?,822,0.386361,4.363307,0.642403,164
'Private room',0,0,0,1,?,1518,0.866922,5.703255,5.712605,26
'Private room',0,0,0,2,?,50,0.31106,3.739022,1.957343,200
'Entire home/apt',0,0,0,1,?,-1,1.302942,4.896169,3.176089,37
'Entire home/apt',0,0,0,1,?,963,0.176762,6.105147,2.360351,125
'Entire home/apt',51,0,0,235,?,-1,0.310161,3.729265,0.79853,265
'Entire home/apt',0,0,0,2,?,38,0.671184,5.180601,4.500067,100
'Entire home/apt',89,0,0,1,?,44,0.624322,4.728049,1.529082,130
'Entire home/apt',0,0,0,1,?,39,1.043589,5.400285,2.309174,98
'Entire home/apt',0,0,0,1,?,44,0.650506,4.689589,1.551398,99
'Entire home/apt',180,0,0,1,?,-1,0.437701,5.542416,4.83428,3100
'Entire home/apt',0,0,0,1,?,-1,0.075676,3.508355,1.620812,120
'Entire home/apt',0,0,0,4,?,38,1.334697,1.919724,5.20543,70
'Entire home/apt',241,0,0,235,?,36,0.18815,3.466425,1.032337,118
'Entire home/apt',47,0,0,1,?,323,0.373317,7.512532,4.061281,275
'Entire home/apt',271,0,0,1,?,95,0.434336,3.414393,2.096475,190
'Entire home/apt',138,0,0,235,?,48,0.042174,3.431981,0.796795,255
'Entire home/apt',114,0,0,235,?,63,0.326974,3.760861,1.099908,195
'Private room',0,0,0,5,?,45,0.675116,6.52571,2.850896,200
'Entire home/apt',107,0,0,235,?,1241,0.248789,3.460697,1.171564,199
'Entire home/apt',241,0,0,235,?,39,0.276438,3.942552,0.157073,160
'Entire home/apt',146,0,0,1,?,38,1.591472,6.000627,3.851353,203
'Entire home/apt',309,0,0,235,?,135,0.135202,3.098941,1.100385,231
'Entire home/apt',268,0,0,235,?,1133,0.310161,3.729265,0.79853,192
'Entire home/apt',365,0,0,1,?,36,1.267249,4.900553,2.093987,200
'Entire home/apt',358,0,0,2,?,-1,1.252469,4.814603,2.021319,250
'Entire home/apt',135,0,0,235,?,122,0.302162,3.73767,1.065983,178
'Entire home/apt',0,0,0,157,?,129,0.357496,3.652138,1.084498,134
'Private room',365,0,0,1,?,38,1.20031,6.167666,3.616601,65
'Private room',0,0,0,1,?,232,0.259072,3.761192,0.056162,75
'Entire home/apt',365,0,0,157,?,362,0.887642,4.113943,2.555086,89
'Private room',326,0,0,8,?,79,0.205434,3.059423,2.287441,365
'Private room',326,0,0,8,?,95,0.167572,2.95899,2.399804,395
'Entire home/apt',0,0,0,1,?,152,0.109242,3.315846,3.196968,140
'Private room',0,0,0,1,?,141,0.716174,3.620207,3.966093,50
'Entire home/apt',0,0,0,1,?,325,0.262968,8.36321,4.60863,100
'Entire home/apt',105,0,0,235,?,62,0.276438,3.942552,0.157073,197
'Entire home/apt',61,0,0,235,?,143,0.276438,3.942552,0.157073,204
'Private room',326,0,0,14,?,73,0.355028,3.683687,0.538832,500
'Private room',326,0,0,14,?,130,0.319807,3.685934,0.465591,442
'Entire home/apt',0,0,0,1,?,111,0.246743,5.068231,2.125737,100
'Private room',323,0,0,14,?,445,0.355333,3.697823,0.55417,437
'Private room',326,0,0,14,?,42,0.339283,3.677086,0.492874,422
'Private room',326,0,0,14,?,54,0.255025,3.751907,0.445081,437
'Entire home/apt',114,0,0,235,?,173,0.948866,4.310632,1.321589,200
'Private room',324,0,0,14,?,960,0.22069,3.800493,0.458027,359
'Private room',326,0,0,14,?,43,0.232338,3.787519,0.459433,562
'Shared room',156,0,0,22,?,44,0.588355,7.275119,3.594344,45
'Private room',312,0,0,4,?,1239,0.572102,4.544892,0.867468,199
'Shared room',133,0,0,22,?,52,0.581112,7.411721,3.740915,45
'Shared room',156,0,0,22,?,51,0.58395,7.411777,3.740362,45
'Shared room',133,0,0,22,?,136,0.574032,7.274411,3.596391,45
'Shared room',131,0,0,22,?,74,0.53321,7.329695,3.662681,45
'Shared room',232,0,0,22,?,62,0.661984,7.390692,3.701687,45
'Shared room',233,0,0,22,?,48,0.567478,7.280278,3.603767,35
'Entire home/apt',172,0,0,235,?,345,0.182069,3.258743,0.982365,213
'Shared room',233,0,0,22,?,66,0.544835,7.29273,3.621274,45
'Private room',0,0,0,2,?,157,0.174405,6.092474,2.34358,95
'Private room',0,0,0,2,?,1251,0.16466,6.059773,2.306143,90
'Shared room',233,0,0,22,?,58,0.585667,7.400243,3.727439,35
'Shared room',232,0,0,22,?,38,0.621334,7.30027,3.614156,45
'Entire home/apt',196,0,0,235,?,59,0.135202,3.098941,1.100385,185
'Shared room',233,0,0,22,?,59,0.612184,7.42041,3.743736,35
'Private room',0,0,0,1,?,122,1.430485,4.903632,2.80791,55
'Shared room',233,0,0,22,?,135,0.604461,7.425559,3.750993,45
'Shared room',232,0,0,22,?,81,0.578499,7.403656,3.732686,35
'Shared room',232,0,0,22,?,1894,0.64725,7.424354,3.740757,35
'Entire home/apt',287,0,0,235,?,50,0.235593,3.501849,1.060785,154
'Shared room',232,0,0,22,?,2008,0.631518,7.319848,3.632663,35
'Entire home/apt',264,0,0,235,?,52,0.182069,3.258743,0.982365,205
'Entire home/apt',336,0,0,235,?,195,0.182069,3.258743,0.982365,203
'Entire home/apt',13,0,0,235,?,125,0.182069,3.258743,0.982365,265
'Entire home/apt',338,0,0,235,?,49,0.182069,3.258743,0.982365,204
'Entire home/apt',268,0,0,235,?,36,0.182069,3.258743,0.982365,205
'Entire home/apt',331,0,0,235,?,1822,0.182069,3.258743,0.982365,207
'Entire home/apt',114,0,0,235,?,63,0.948866,4.310632,1.321589,200
'Entire home/apt',259,0,0,1,?,134,0.093895,4.45489,0.832789,150
'Private room',233,0,0,22,?,40,0.678436,7.425581,3.735858,160
'Shared room',266,0,0,22,?,80,0.608776,7.418106,3.741949,45
'Shared room',133,0,0,22,?,985,0.663515,7.428292,3.741735,45
'Entire home/apt',0,0,0,1,?,448,0.956506,4.211162,2.655267,175
'Shared room',133,0,0,22,?,172,0.512929,7.316085,3.652491,45
'Shared room',133,0,0,22,?,89,0.540171,7.349681,3.68256,45
'Shared room',133,0,0,22,?,-1,0.676806,7.408151,3.717471,45
'Entire home/apt',164,0,0,4,?,954,0.655391,5.29828,1.668877,800
'Private room',364,0,0,63,?,38,0.499342,5.228393,1.550462,112
'Entire home/apt',255,0,0,235,?,961,0.212759,2.432914,2.495475,167
'Private room',0,0,0,1,?,68,0.769529,3.993115,1.480117,260
'Entire home/apt',344,0,0,235,?,40,0.376361,3.724595,1.138193,145
'Entire home/apt',0,0,0,1,?,128,0.238121,6.660223,3.085429,110
'Private room',0,0,0,1,?,1417,0.661781,6.465109,2.809153,237
'Private room',0,0,0,1,?,56,1.043221,4.541846,2.415726,90
'Entire home/apt',0,0,0,2,?,52,0.71546,7.515509,4.33526,120
'Entire home/apt',76,0,0,235,?,150,0.182069,3.258743,0.982365,257
'Private room',356,0,0,63,?,39,0.331152,3.018434,2.946304,55
'Private room',321,0,0,14,?,127,0.355946,3.695961,0.550923,437
'Private room',0,0,0,1,?,121,0.474926,2.5902,4.235275,150
'Private room',340,0,0,63,?,949,0.335174,3.00998,2.945752,55
'Entire home/apt',0,0,0,1,?,37,0.783792,7.504542,3.923721,85
'Entire home/apt',0,0,0,1,?,478,0.201233,4.169601,0.464027,110
'Shared room',331,0,0,8,?,180,0.233595,3.851018,0.56657,94
'Entire home/apt',352,0,0,157,?,182,0.290551,4.265086,0.550156,135
'Entire home/apt',258,0,0,157,?,59,0.311735,4.270034,0.534267,169
'Entire home/apt',342,0,0,157,?,59,0.350078,3.204378,2.296139,149
'Entire home/apt',319,0,0,157,?,147,0.439368,4.126261,0.401759,129
'Entire home/apt',0,0,0,1,?,74,0.079168,2.474109,2.752416,125
'Entire home/apt',104,0,0,235,?,550,0.478293,3.881529,0.248684,177
'Entire home/apt',135,0,0,235,?,65,0.212759,2.432914,2.495475,167
'Entire home/apt',0,0,0,1,?,352,0.435286,5.81078,2.019923,150
'Private room',0,0,0,1,?,1752,0.494456,4.261136,0.461277,210
'Entire home/apt',0,0,0,1,?,1844,0.909839,3.759382,4.165492,75
'Entire home/apt',335,0,0,235,?,199,0.376361,3.724595,1.138193,147
'Entire home/apt',112,0,0,235,?,962,0.389928,3.863345,1.962186,175
'Entire home/apt',303,0,0,235,?,196,0.135202,3.098941,1.100385,167
'Entire home/apt',0,0,0,235,?,52,0.310161,3.729265,0.79853,248
'Entire home/apt',160,0,0,5,?,1802,0.10551,4.424582,0.735458,125
'Entire home/apt',315,0,0,235,?,114,0.41311,3.826189,0.865803,200
'Private room',52,0,0,12,?,1323,0.26653,5.676012,1.938372,115
'Entire home/apt',332,0,0,235,?,52,0.310161,3.729265,0.79853,190
'Entire home/apt',265,0,0,235,?,46,0.499028,4.473884,0.733303,125
'Entire home/apt',317,0,0,235,?,49,0.042174,3.431981,0.796795,245
'Entire home/apt',104,0,0,235,?,40,0.499028,4.473884,0.733303,180
'Entire home/apt',319,0,0,235,?,43,0.042174,3.431981,0.796795,246
'Entire home/apt',299,0,0,235,?,72,0.389928,3.863345,1.962186,144
'Entire home/apt',105,0,0,235,?,-1,0.499028,4.473884,0.733303,168
'Private room',269,0,0,1,?,37,1.130231,7.557636,3.769488,130
'Entire home/apt',0,0,0,1,?,52,0.708608,5.246037,1.933874,200
'Hotel room',0,0,0,1,?,61,0.378037,3.606041,1.198728,0
'Entire home/apt',256,0,0,235,?,134,0.310161,3.729265,0.79853,192
'Entire home/apt',105,0,0,235,?,42,0.310161,3.729265,0.79853,256
'Entire home/apt',281,0,0,235,?,129,0.235593,3.501849,1.060785,156
'Private room',173,0,0,1,?,63,0.833365,6.764673,3.006713,80
'Entire home/apt',300,0,0,235,?,52,0.499028,4.473884,0.733303,166
'Entire home/apt',0,0,0,1,?,1956,0.143418,5.712125,2.083826,60
'Entire home/apt',283,0,0,235,?,38,0.499028,4.473884,0.733303,127
'Entire home/apt',97,0,0,157,?,94,0.315277,2.505142,2.396059,174
'Private room',89,0,0,4,?,53,0.230624,3.462575,0.543874,185
'Private room',40,0,0,4,?,500,0.315385,3.603956,0.492538,229
'Private room',54,0,0,4,?,1851,0.266537,3.56766,0.476251,299
'Entire home/apt',270,0,0,235,?,1606,0.439827,4.418854,0.72291,198
'Entire home/apt',0,0,0,1,?,41,0.476933,5.518554,1.859593,135
'Entire home/apt',0,0,0,1,?,82,0.159682,5.96651,2.206337,1250
'Entire home/apt',315,0,0,157,?,1880,0.265597,3.381927,1.100932,86
'Entire home/apt',340,0,0,235,?,1967,0.499028,4.473884,0.733303,172
'Entire home/apt',133,0,0,235,?,131,0.499028,4.473884,0.733303,168
'Entire home/apt',333,0,0,235,?,1909,0.389928,3.863345,1.962186,144
'Private room',0,0,0,1,?,81,0.820031,7.908816,4.278542,50
'Private room',365,0,0,12,?,61,0.343928,5.632781,1.875854,115
'Private room',362,0,0,63,?,-1,0.211923,4.616072,1.026323,74
'Entire home/apt',356,0,0,157,?,1279,0.238268,3.52197,1.021967,97
'Entire home/apt',340,0,0,235,?,1170,0.499028,4.473884,0.733303,172
'Entire home/apt',0,0,0,1,?,1881,1.049279,4.596667,3.044145,97
'Entire home/apt',320,0,0,235,?,65,0.310161,3.729265,0.79853,210
'Entire home/apt',309,0,0,235,?,43,0.499028,4.473884,0.733303,136
'Entire home/apt',287,0,0,235,?,-1,0.499028,4.473884,0.733303,168
'Entire home/apt',261,0,0,235,?,45,0.499028,4.473884,0.733303,135
'Entire home/apt',345,0,0,235,?,73,0.326974,3.760861,1.099908,158
'Entire home/apt',339,0,0,157,?,58,0.312072,3.527272,1.099547,91
'Entire home/apt',294,0,0,235,?,61,0.302162,3.73767,1.065983,162
'Entire home/apt',221,0,0,235,?,1053,0.326974,3.760861,1.099908,174
'Entire home/apt',337,0,0,157,?,132,0.225671,3.415743,1.055585,91
'Entire home/apt',285,0,0,235,?,115,0.376361,3.724595,1.138193,148
'Entire home/apt',233,0,0,157,?,1256,0.292856,3.523883,1.080607,95
'Private room',0,0,0,1,?,50,0.086266,3.43703,3.344026,100
'Entire home/apt',272,0,0,157,?,-1,0.314619,3.386165,1.148176,88
'Entire home/apt',267,0,0,157,?,39,0.215772,3.462935,1.029978,89
'Entire home/apt',318,0,0,157,?,68,0.315695,3.508867,1.112361,88
'Entire home/apt',290,0,0,1,?,48,1.140445,4.26302,4.913707,180
'Private room',0,0,0,2,?,1924,0.292987,3.800956,0.502975,198
'Private room',354,0,0,3,?,40,0.529194,6.434815,5.473852,65
'Entire home/apt',0,0,0,2,?,355,0.190867,4.363156,0.788454,179
'Private room',260,0,0,63,?,67,0.072303,3.225914,0.827355,55
'Entire home/apt',364,0,0,63,?,967,0.126736,3.900202,3.486273,165
'Entire home/apt',264,0,0,235,?,80,0.135202,3.098941,1.100385,228
'Entire home/apt',354,0,0,235,?,86,0.499028,4.473884,0.733303,190
'Entire home/apt',364,0,0,96,?,59,0.102013,3.04853,2.667384,143
'Entire home/apt',0,0,0,157,?,52,0.178266,3.348046,3.384884,165
'Entire home/apt',39,0,0,235,?,289,0.042174,3.431981,0.796795,309
'Private room',363,0,0,63,?,1957,0.141836,5.247959,1.477299,97
'Entire home/apt',0,0,0,1,?,43,0.242135,5.016006,1.217086,130
'Entire home/apt',0,0,0,96,?,43,0.256691,4.177946,0.420682,100
'Entire home/apt',352,0,0,4,?,82,0.62173,4.626693,0.891711,55
'Entire home/apt',335,0,0,235,?,-1,0.224697,2.37499,2.495137,156
'Private room',348,0,0,63,?,1744,0.321274,4.297599,0.542239,55
'Private room',0,0,0,1,?,142,0.6381,4.606309,0.841818,50
'Private room',0,0,0,15,?,1270,0.331948,3.867343,1.777681,75
'Shared room',0,0,0,15,?,105,0.410225,3.9281,1.965883,53
'Private room',364,0,0,63,?,-1,0.088752,3.969856,3.526302,96
'Entire home/apt',348,0,0,235,?,54,0.499028,4.473884,0.733303,190
'Entire home/apt',0,0,0,1,?,997,0.548739,5.904268,6.324259,150
'Shared room',0,0,0,15,?,1906,0.306213,3.976022,1.887194,50
'Private room',338,0,0,63,?,110,0.243036,5.234894,1.48487,55
'Shared room',0,0,0,15,?,46,0.460413,3.866991,2.07105,53
'Shared room',0,0,0,15,?,134,0.403582,3.887157,1.955596,53
'Shared room',0,0,0,15,?,142,0.360878,3.797899,1.982562,53
'Private room',0,0,0,1,?,-1,0.357256,3.904543,0.684974,575
'Shared room',0,0,0,15,?,43,0.473396,3.876076,2.082675,53
'Shared room',0,0,0,15,?,52,0.462132,3.963198,2.06134,53
'Shared room',0,0,0,15,?,127,0.490155,3.94125,2.072569,53
'Shared room',0,0,0,15,?,469,0.412523,3.926839,1.967345,53
'Shared room',0,0,0,15,?,81,0.491147,3.942362,2.07464,53
'Entire home/apt',313,0,0,156,?,1007,0.304169,2.85611,2.715057,93
'Shared room',0,0,0,15,?,129,0.302626,3.926849,1.786625,50
'Shared room',0,0,0,15,?,51,0.304317,3.92647,1.790118,50
'Shared room',0,0,0,15,?,49,0.333646,3.952835,1.894026,50
'Entire home/apt',0,0,0,1,?,500,0.614258,4.747154,0.981117,120
'Entire home/apt',0,0,0,1,?,-1,0.130402,3.115118,1.186687,70
'Entire home/apt',0,0,0,1,?,40,0.192697,3.407903,1.546854,58
'Entire home/apt',0,0,0,1,?,60,1.15473,7.216566,3.450454,33
'Entire home/apt',0,0,0,1,?,73,0.133043,3.05365,1.092971,70
'Entire home/apt',272,0,0,3,?,83,1.496645,2.736559,5.972539,100
'Private room',0,0,0,1,?,422,0.851694,4.966603,4.265476,58
'Private room',353,0,0,63,?,977,0.828606,3.966137,2.712382,55
'Private room',0,0,0,14,?,-1,0.057451,3.368302,0.461196,850
'Private room',0,0,0,14,?,1933,0.145144,3.256678,0.591306,850
'Private room',0,0,0,14,?,52,0.171598,3.235288,0.621195,945
'Private room',0,0,0,14,?,-1,0.043795,3.377629,0.456408,945
'Entire home/apt',364,0,0,1,?,773,0.304928,3.7883,0.491848,80
'Private room',0,0,0,1,?,1670,0.344771,3.097657,2.994031,42
'Entire home/apt',345,0,0,96,?,80,0.274402,3.039498,2.898378,100
'Entire home/apt',0,0,0,2,?,1921,0.763097,6.261683,2.459592,320
'Entire home/apt',0,0,0,96,?,-1,0.592709,3.691146,2.556369,121
'Entire home/apt',318,0,0,1,?,1879,0.25307,5.174314,1.426915,88
'Entire home/apt',363,0,0,1,?,1703,0.810315,5.679899,3.14535,114
'Private room',365,0,0,1,?,1848,0.655311,7.617759,4.056706,150
'Entire home/apt',316,0,0,235,?,64,0.439827,4.418854,0.72291,198
'Shared room',0,0,0,1,?,67,0.93905,4.856677,2.725276,30
'Entire home/apt',0,0,0,1,?,-1,0.345096,4.182195,1.096389,158
'Entire home/apt',20,0,0,235,?,842,0.366417,3.769159,0.23657,301
'Private room',352,0,0,63,?,1701,0.141592,3.199048,2.808395,55
'Entire home/apt',0,0,0,1,?,977,0.283736,3.56432,0.746368,220
'Entire home/apt',349,0,0,156,?,38,0.217816,3.020596,2.822426,93
'Entire home/apt',0,0,0,11,?,1856,0.260256,3.180915,2.41653,163
'Entire home/apt',0,0,0,1,?,101,0.374084,4.82394,1.058988,110
'Entire home/apt',345,0,0,1,?,1537,0.643091,7.113417,3.764115,99
'Entire home/apt',319,0,0,235,?,45,0.042174,3.431981,0.796795,244
'Entire home/apt',365,0,0,1,?,52,0.717585,5.409987,2.082639,130
'Entire home/apt',315,0,0,4,?,-1,0.033209,3.558163,0.279761,550
'Entire home/apt',100,0,0,1,?,1843,0.329789,4.970696,1.219242,130
'Entire home/apt',158,0,0,1,?,240,0.767067,5.048996,4.301961,132
'Private room',0,0,0,1,?,262,0.380429,4.245789,0.451801,179
'Entire home/apt',0,0,0,4,?,121,0.143632,3.666671,0.177374,600
'Entire home/apt',318,0,0,1,?,109,0.529939,5.064606,1.29022,60
'Entire home/apt',0,0,0,1,?,68,0.127766,4.300957,0.994929,125
'Entire home/apt',332,0,0,96,?,62,0.227806,3.598693,0.650784,130
'Entire home/apt',0,0,0,96,?,55,0.312112,4.080277,0.601487,116
'Entire home/apt',1,0,0,96,?,38,0.292808,3.142694,2.324054,143
'Entire home/apt',0,0,0,96,?,1869,0.378465,3.936914,0.461359,110
'Entire home/apt',361,0,0,96,?,36,0.349338,3.733021,0.328978,153
'Entire home/apt',0,0,0,96,?,95,0.470173,3.99688,0.418295,231
'Private room',362,0,0,63,?,52,0.167872,3.209032,2.834254,55
'Entire home/apt',296,0,0,96,?,-1,0.268094,4.142557,0.367589,138
'Entire home/apt',1,0,0,96,?,79,0.399012,4.349123,0.585338,136
'Entire home/apt',363,0,0,96,?,60,0.300366,4.201537,0.427151,220
'Entire home/apt',225,0,0,96,?,44,0.487475,4.244654,0.445226,110
'Entire home/apt',363,0,0,96,?,59,0.457817,4.401728,0.600775,116
'Entire home/apt',83,0,0,96,?,59,0.483283,3.419005,2.31427,180
'Entire home/apt',304,0,0,156,?,66,0.327296,3.730081,0.177263,168
'Entire home/apt',358,0,0,2,?,80,0.296361,3.892325,0.107849,122
'Entire home/apt',311,0,0,235,?,1830,0.523158,3.99372,0.256873,189
'Entire home/apt',295,0,0,235,?,1782,0.523158,3.99372,0.256873,191
'Private room',45,0,0,12,?,949,0.152626,5.794023,4.893522,43
'Entire home/apt',0,0,0,2,?,1766,0.216408,3.476416,1.024458,128
'Entire home/apt',328,0,0,235,?,51,0.523158,3.99372,0.256873,209
'Entire home/apt',333,0,0,96,?,116,0.349615,4.32717,0.614131,143
'Entire home/apt',89,0,0,1,?,80,0.351983,3.771099,0.768153,185
'Entire home/apt',0,0,0,1,?,607,0.748145,3.907849,2.762406,1200
'Entire home/apt',309,0,0,156,?,40,0.434661,3.838258,0.174905,134
'Entire home/apt',0,0,0,1,?,69,0.333699,4.372491,1.613179,1100
'Entire home/apt',259,0,0,156,?,950,0.227442,2.645647,2.384381,93
'Entire home/apt',0,0,0,2,?,68,0.351974,4.922032,1.16387,125
'Entire home/apt',341,0,0,96,?,58,0.579631,4.503654,0.71165,174
'Entire home/apt',0,0,0,96,?,53,0.247001,3.892884,0.142559,147
'Hotel room',0,0,0,1,?,766,0.198772,2.338079,1.923861,0
'Entire home/apt',61,0,0,235,?,37,0.499028,4.473884,0.733303,210
'Entire home/apt',311,0,0,96,?,117,0.556701,4.743763,0.997078,99
'Entire home/apt',0,0,0,3,?,42,0.483855,6.210881,2.565527,130
'Entire home/apt',359,0,0,4,?,39,0.242675,3.807285,0.499219,361
'Entire home/apt',0,0,0,2,?,37,0.235495,3.404078,1.067791,198
'Entire home/apt',0,0,0,5,?,1755,0.279861,4.149388,0.62519,799
'Entire home/apt',0,0,0,1,?,152,0.770344,8.926021,5.126618,400
'Entire home/apt',125,0,0,156,?,102,0.255654,4.129581,0.357652,155
'Entire home/apt',348,0,0,156,?,1847,0.314315,4.11247,0.317489,147
'Entire home/apt',0,0,0,1,?,38,1.75933,6.283079,4.076009,900
'Entire home/apt',0,0,0,1,?,38,0.602193,7.616459,3.972362,50
'Entire home/apt',365,0,0,1,?,57,1.151353,4.608335,2.930097,500
'Entire home/apt',359,0,0,96,?,1305,0.361107,4.275073,2.142194,172
'Entire home/apt',343,0,0,96,?,423,0.174619,3.568277,0.889593,143
'Entire home/apt',258,0,0,156,?,948,0.234257,4.146093,0.390972,166
'Entire home/apt',285,0,0,156,?,1226,0.274225,4.245682,0.528097,80
'Entire home/apt',0,0,0,156,?,1788,0.382981,4.362447,0.663746,101
'Entire home/apt',0,0,0,4,?,-1,0.328151,4.30724,0.607799,110
'Entire home/apt',329,0,0,1,?,842,0.736877,3.013579,4.686498,91
'Entire home/apt',83,0,0,2,?,39,0.212353,3.501764,3.471621,595
'Private room',0,0,0,1,?,108,0.628482,4.542773,1.510779,100
'Entire home/apt',0,0,0,1,?,997,0.441781,2.842267,2.93933,500
'Entire home/apt',0,0,0,1,?,95,0.108377,4.619282,0.931925,193
'Entire home/apt',348,0,0,156,?,142,0.321229,2.834123,2.695288,112
'Entire home/apt',309,0,0,157,?,1144,0.163843,3.300922,3.321796,148
'Entire home/apt',0,0,0,2,?,63,0.486926,3.932391,0.188472,200
'Private room',0,0,0,1,?,68,0.796318,5.472889,5.435702,87
'Private room',362,0,0,63,?,1751,0.175069,3.223686,2.838674,130
'Entire home/apt',351,0,0,13,?,49,0.061171,3.407126,0.788367,479
'Entire home/apt',351,0,0,29,?,106,0.061171,3.407126,0.788367,479
'Entire home/apt',83,0,0,1,?,119,0.874297,6.803972,3.043606,207
'Entire home/apt',351,0,0,13,?,136,0.061171,3.407126,0.788367,479
'Entire home/apt',351,0,0,13,?,60,0.061171,3.407126,0.788367,479
'Private room',362,0,0,63,?,422,0.2352,3.260667,2.894262,55
'Entire home/apt',84,0,0,1,?,38,1.28846,5.967336,3.012437,70
'Entire home/apt',330,0,0,235,?,46,0.248331,3.621311,0.368594,229
'Entire home/apt',317,0,0,235,?,158,0.248331,3.621311,0.368594,250
'Entire home/apt',0,0,0,2,?,-1,0.128678,4.397273,0.886103,111
'Entire home/apt',159,0,0,156,?,-1,0.192915,2.959507,2.677055,112
